Class,Label,Accuracy,F1 Score,Precision,Recall,Positive Rate,Non-Zero Rate
60,Broad-billed Hummingbird,0.9994806993249091,0.0,0.0,0.0,0.0005193007,0.0003375688121040058
61,Broad-tailed Hummingbird,0.9994229992498991,0.0,0.0,0.0,0.0005770007,0.000502025412872624
62,Broad-winged Hawk,0.9907102879233743,0.012269938650306749,0.03571428571428571,0.007407407407407408,0.0077895103,0.007694837793857979
63,Bronzed Cowbird,0.9903063873983036,0.125,0.27906976744186046,0.08053691275167785,0.008597312,0.007045667001350275
64,Brown Booby,0.9997691996999596,0.0,0.0,0.0,0.0002308003,0.0003116019804036977
65,Brown Creeper,0.9995960994749293,0.0,0.0,0.0,0.0004039005,0.0006318595713741647
66,Brown Noddy,0.9997691996999596,0.0,0.0,0.0,0.0002308003,0.00038084686493785274
67,Brown Pelican,0.8279383763198892,0.689051094890511,0.5678927466483328,0.8759278897136797,0.21764468,0.2143561956860437
68,Brown Thrasher,0.7215971380762795,0.4939695857367593,0.3667081905948303,0.7565049791198201,0.17962034,0.17881625869888862
69,Brown-crested Flycatcher,0.9997691996999596,0.0,0.0,0.0,0.0002308003,0.0002856351487033895
70,Brown-headed Cowbird,0.6984017079222203,0.26203586051108285,0.16226613044238503,0.6803519061583577,0.078702904,0.07787452826922411
71,Brown-headed Nuthatch,0.697651606947089,0.22918505442777287,0.13609364081062195,0.7253258845437617,0.06196988,0.06314267908458263
72,Buff-bellied Hummingbird,0.9922104898736368,0.0,0.0,0.0,0.0077895103,0.006872554790014888
