Class,Label,Accuracy,F1 Score,Precision,Recall,Positive Rate,Non-Zero Rate
73,Buff-breasted Sandpiper,0.9994806993249091,0.0,0.0,0.0,0.0005193007,0.0006664820136412422
74,Bufflehead,0.7179620333506433,0.1493212669683258,0.0824841376658335,0.7871559633027523,0.031446543,0.02861544853373957
75,Bullock's Oriole,0.9979804973746466,0.0,0.0,0.0,0.0020195027,0.002414915348128657
76,Calliope Hummingbird,0.9983843978997172,0.0,0.0,0.0,0.001615602,0.0016445660076861823
77,Canada Goose,0.6624545611909296,0.15948275862068967,0.09196354598177299,0.6,0.05337257,0.05326662742789876
78,Canada Warbler,0.9992498990248687,0.0,0.0,0.0,0.000750101,0.001004050825745248
79,Canvasback,0.9993075990998789,0.0,0.0,0.0,0.0006924009,0.0007357268981753973
80,Cape May Warbler,0.9982689977496971,0.0,0.0,0.0,0.0017310022,0.0017051552816535677
81,Carolina Chickadee,0.7543130806070047,0.6888336743642209,0.611918982082576,0.7878635907723169,0.34516186,0.3471851954436866
82,Carolina Wren,0.7525243782816917,0.697595713177748,0.6315587897357334,0.7790551181102362,0.36639547,0.3672835231797251
83,Caspian Tern,0.7496393745311869,0.19722479185938946,0.11074174111780594,0.9003378378378378,0.034158446,0.03708063566804003
84,Cave Swallow,0.9997691996999596,0.0,0.0,0.0,0.0002308003,0.00019042343246892637
