Class,Label,RMSE,MAE,NRMSE (by avg),NRMSE (by max),Normalized RMSE (0-1),Avg Count,Max Count,Non-Zero Rate
54,Blue-winged Warbler,0.3121785179197802,0.08533841371536255,31.82568246610195,0.034686501991086686,0.03468650168032614,0.0098090125,9.0,0.006232039608073953
55,Boat-tailed Grackle,3.926154609500267,2.2351856231689453,9.153105507796875,0.026174364063335114,0.026174365643943417,0.42894235,150.0,0.05473808122424956
56,Bobolink,0.497469219233183,0.03456234559416771,38.31839669415117,0.014631447624505382,0.014631448271488361,0.012982517,34.0,0.002008101651490496
57,Bonaparte's Gull,19.611910007955785,0.9111418724060059,41.20426910431484,0.0081377219950024,0.008137722109239269,0.4759679,2410.0,0.013286362219990999
58,Brewer's Blackbird,0.3033671380404728,0.013790317811071873,61.85477636489512,0.013189875566977077,0.01318987447309805,0.0049045063,23.0,0.00032891320153723646
59,Bridled Tern,0.09115268023068951,0.008308811113238335,789.88354303325,0.09115268023068951,0.09115268023068951,0.00011540015,1.0,0.00024235709586954265
60,Broad-billed Hummingbird,0.08923346105904736,0.007962610572576523,171.8338950647179,0.08923346105904736,0.08923346105904736,0.0005193007,1.0,0.0003375688121040058
61,Broad-tailed Hummingbird,0.09517831346136411,0.009058911353349686,164.95354181266717,0.09517831346136411,0.09517831346136411,0.0005770007,1.0,0.000502025412872624
62,Broad-winged Hawk,0.44848908582907937,0.18025504052639008,40.909285754097034,0.02803056786431746,0.02803056786431746,0.010963014,16.0,0.007694837793857979
63,Bronzed Cowbird,0.43350794518811486,0.08603081107139587,21.283642916509265,0.014450264839603828,0.014450265587047194,0.020368127,30.0,0.007045667001350275
64,Brown Booby,0.10247640511896987,0.009347411803901196,222.00232003005337,0.020495281023793974,0.020495281762207444,0.0004616006,5.0,0.0003116019804036977
65,Brown Creeper,0.03798028308888157,0.001211701543070376,73.13736239037716,0.018990141544440786,0.018990141544440786,0.0005193007,2.0,0.0006318595713741647
66,Brown Noddy,0.09426458515445424,0.008885812014341354,408.4248774469448,0.09426458515445424,0.09426458515445424,0.0002308003,1.0,0.00038084686493785274
67,Brown Pelican,16.15082794051322,7.170157432556152,5.3510866587078585,0.023072611343590316,0.02307261104933877,3.0182333,700.0,0.2143561956860437
68,Brown Thrasher,2.4983751738923208,2.3927066326141357,8.375114203627483,0.15614844836827005,0.15614844836827005,0.2983094,16.0,0.17881625869888862
69,Brown-crested Flycatcher,0.09241001825386436,0.008539611473679543,400.3895027847693,0.09241001825386436,0.09241001825386436,0.0002308003,1.0,0.0002856351487033895
70,Brown-headed Cowbird,12.477826402599069,2.5968496799468994,17.81768201113129,0.01247782640259907,0.012477826940852478,0.7003058,1000.0,0.07787452826922411
71,Brown-headed Nuthatch,1.7535542090188987,1.6389129161834717,11.793110867446853,0.08767771045094494,0.08767770832652225,0.1486931,20.0,0.06314267908458263
72,Buff-bellied Hummingbird,0.42299873310602815,0.178466334939003,52.740941204928646,0.14099957770200938,0.14099957990372416,0.008020311,3.0,0.006872554790014888
73,Buff-breasted Sandpiper,0.11444613025239538,0.010674513876438141,90.15754136508654,0.022889226050479074,0.022889227525428126,0.0012694016,5.0,0.0006664820136412422
74,Bufflehead,2.7744329680806055,1.276383399963379,9.667007787022026,0.03117340413573714,0.031173403566212083,0.28700018,89.0,0.02861544853373957
75,Bullock's Oriole,0.11189689820832939,0.011943915858864784,48.48213055594861,0.055948449104164695,0.055948449104164695,0.002308003,2.0,0.002414915348128657
76,Calliope Hummingbird,0.06836450761872419,0.004673705901950598,42.31518974888783,0.06836450761872419,0.06836450761872419,0.001615602,1.0,0.0016445660076861823
77,Canada Goose,6.024970546033101,3.598522901535034,8.470735941736843,0.029390100224551713,0.02939010132077679,0.71126884,205.0,0.05326662742789876
78,Canada Warbler,0.106073157667438,0.010789914056658745,114.89711737909956,0.03535771922247933,0.03535771922247933,0.0009232012,3.0,0.001004050825745248
